,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
3110,,46,138,92,230,U,-a,31615.017,4.509,7620.9227,0.0196,B-,-3621.5986,55.1683,230,33940.114,4.841,230.033940114,4.841e-06,2.1044720607754237e-08,0.0,1747872.0
3111,,44,137,93,230,Np,-a,35236.615,55.007,7601.7751,0.2392,B-,-1695.5543,56.8505,230,37828.06,59.051,230.03782806,5.9051e-05,2.567012586495032e-07,0.0,276.0
3112,,42,136,94,230,Pu,-a,36932.17,14.451,7591.0016,0.0628,B-,-5940.0,144.0,230,39648.313,15.514,230.039648313,1.5513999999999997e-05,6.744054824362758e-08,0.0,102.0
3113,,40,135,95,230,Am,-a,42872.0,143.0,7562.0,1.0,B-,,,230,46025.0,153.0,230.046025,0.000153,6.650843021521454e-07,0.0,40.0
3114,0,59,145,86,231,Rn,x,46550.0,300.0,7579.0,1.0,B-,4469.0,300.0,231,49973.0,322.0,231.049973,0.00032199999999999997,1.393637903606247e-06,0.0,0.3
3115,,57,144,87,231,Fr,x,42080.575,7.731,7594.5009,0.0335,B-,3864.0868,13.7495,231,45175.353,8.3,231.045175353,8.3e-06,3.592371053547831e-08,0.0,17.6
3116,,55,143,88,231,Ra,,38216.488,11.37,7607.8418,0.0492,B-,2453.6351,17.3014,231,41027.085,12.206,231.041027085,1.2206e-05,5.2830443813381304e-08,0.0,104.0
3117,,53,142,89,231,Ac,x,35762.853,13.041,7615.0768,0.0565,B-,1947.0425,13.0976,231,38393.0,14.0,231.038393,1.4e-05,6.05959893427756e-08,0.0,450.0
3118,,51,141,90,231,Th,,33815.811,1.217,7620.1188,0.0053,B-,391.4727,1.4598,231,36302.764,1.306,231.036302764,1.306e-06,5.652791290267741e-09,0.0,91872.0
3119,,49,140,91,231,Pa,,33424.338,1.771,7618.4267,0.0077,B-,-381.6138,2.0325,231,35882.5,1.901,231.0358825,1.9009999999999999e-06,8.2281591042465e-09,0.0,0.0
3120,,47,139,92,231,U,-a,33805.952,2.67,7613.3879,0.0116,B-,-1817.7347,51.1839,231,36292.18,2.866,231.03629218,2.866e-06,1.2404977473266858e-08,0.0,362880.0
3121,,45,138,93,231,Np,-a,35623.686,51.154,7602.1321,0.2214,B-,-2684.8905,55.6931,231,38243.598,54.916,231.038243598,5.4915999999999994e-05,2.3769225018673653e-07,0.0,2928.0
3122,,43,137,94,231,Pu,-a,38308.577,22.061,7587.1224,0.0955,B-,-4101.0,301.0,231,41125.946,23.683,231.041125946,2.3683e-05,1.0250556000811432e-07,0.0,516.0
3123,,41,136,95,231,Am,x,42410.0,300.0,7566.0,1.0,B-,-4860.0,424.0,231,45529.0,322.0,231.045529,0.00032199999999999997,1.393664709261697e-06,0.0,60.0
3124,,39,135,96,231,Cm,x,47270.0,300.0,7542.0,1.0,B-,,,231,50746.0,322.0,231.050746,0.00032199999999999997,1.3936332410716387e-06,0.0,0.0
3125,0,58,145,87,232,Fr,x,46072.834,13.972,7579.3481,0.0602,B-,5575.8791,16.7023,232,49461.219,15.0,232.049461219,1.4999999999999999e-05,6.464139119824775e-08,0.0,5.5
3126,,56,144,88,232,Ra,,40496.955,9.151,7600.0099,0.0394,B-,1342.5322,15.9313,232,43475.267,9.823,232.043475267,9.823e-06,4.233258439478723e-08,0.0,240.0
3127,,54,143,89,232,Ac,x,39154.423,13.041,7602.4245,0.0562,B-,3707.7131,13.1181,232,42034.0,14.0,232.042034,1.4e-05,6.033389622847385e-08,0.0,118.8
3128,,52,142,90,232,Th,,35446.71,1.421,7615.0338,0.0061,B-,-499.8388,7.7338,232,38053.606,1.525,232.038053606,1.5249999999999998e-06,6.5721978628102346e-09,99.98,0.0
3129,,50,141,91,232,Pa,+,35946.549,7.645,7609.5072,0.033,B-,1337.1034,7.4278,232,38590.205,8.206,232.038590205,8.205999999999999e-06,3.536480717604004e-08,0.0,114048.0
3130,,48,140,92,232,U,,34609.445,1.808,7611.8984,0.0078,B-,-2750.0,100.0,232,37154.765,1.941,232.037154765,1.941e-06,8.365039650506767e-09,0.0,2174272201.4
3131,,46,139,93,232,Np,-,37359.0,100.0,7597.0,0.0,B-,-1001.0,101.0,232,40107.0,107.0,232.040107,0.000107,4.611271791906215e-07,0.0,882.0
3132,,44,138,94,232,Pu,-a,38360.915,16.885,7588.9839,0.0728,B-,-5059.0,300.0,232,41182.133,18.126,232.041182133,1.8126e-05,7.811544413530286e-08,0.0,2022.0
3133,,42,137,95,232,Am,x,43420.0,300.0,7564.0,1.0,B-,-2913.0,361.0,232,46613.0,322.0,232.046613,0.00032199999999999997,1.3876522300284554e-06,0.0,78.6
3134,,40,136,96,232,Cm,-a,46333.0,201.0,7548.0,1.0,B-,,,232,49740.0,216.0,232.04974,0.000216,9.308349149626281e-07,0.0,78.6
3135,0,59,146,87,233,Fr,x,48920.052,19.561,7569.2398,0.084,B-,4585.9906,21.3694,233,52517.833,21.0,233.052517833,2.1e-05,9.010844506322008e-08,0.0,0.9
3136,,57,145,88,233,Ra,,44334.062,8.603,7585.5644,0.0369,B-,3026.0244,15.6228,233,47594.57,9.235,233.04759457,9.234999999999999e-06,3.96270985634486e-08,0.0,30.0
3137,,55,144,89,233,Ac,x,41308.037,13.041,7595.1939,0.056,B-,2576.395,13.1184,233,44346.0,14.0,233.044346,1.4e-05,6.007440317818309e-08,0.0,145.0
3138,,53,143,90,233,Th,,38731.642,1.424,7602.8937,0.0061,B-,1242.232,1.1224,233,41580.126,1.528,233.041580126,1.528e-06,6.556769822680772e-09,0.0,1309.8
3139,,51,142,91,233,Pa,,37489.41,1.336,7604.8675,0.0057,B-,570.2993,1.975,233,40246.535,1.433,233.040246535,1.433e-06,6.1491524374300716e-09,0.0,2330640.0
3140,,49,141,92,233,U,,36919.111,2.254,7603.9574,0.0097,B-,-1029.4197,51.005,233,39634.294,2.42,233.039634294,2.4199999999999997e-06,1.0384499646729436e-08,0.0,5023862619200.0
3141,,47,140,93,233,Np,-a,37948.531,50.981,7596.1816,0.2188,B-,-2103.3047,74.3811,233,40739.421,54.729,233.040739421,5.4729e-05,2.3484734959207823e-07,0.0,2172.0
3142,,45,139,94,233,Pu,-a,40051.836,54.178,7583.7968,0.2325,B-,-3233.0,126.0,233,42997.411,58.162,233.042997411,5.8161999999999996e-05,2.4957626123141626e-07,0.0,1254.0
3143,,43,138,95,233,Am,-a,43285.0,114.0,7567.0,0.0,B-,-4008.0,140.0,233,46468.0,123.0,233.046468,0.00012299999999999998,5.277917363673582e-07,0.0,192.0
3144,,41,137,96,233,Cm,-a,47293.34,81.095,7546.002,0.348,B-,-5478.0,247.0,233,50771.485,87.059,233.050771485,8.7059e-05,3.7356237632366485e-07,0.0,27.0
3145,,39,136,97,233,Bk,-a,52771.0,233.0,7519.0,1.0,B-,,,233,56652.0,250.0,233.056652,0.00025,1.072700555228091e-06,0.0,0.0
3146,0,58,146,88,234,Ra,x,46930.629,8.383,7576.5439,0.0358,B-,2089.4348,16.2945,234,50382.1,9.0,234.0503821,9e-06,3.845325916261343e-08,0.0,30.0
3147,,56,145,89,234,Ac,x,44841.195,13.972,7582.1297,0.0597,B-,4228.2364,14.2103,234,48139.0,15.0,234.048139,1.4999999999999999e-05,6.408937949299395e-08,0.0,45.0
3148,,54,144,90,234,Th,+a,40612.958,2.589,7596.8557,0.0111,B-,274.0882,3.1716,234,43599.801,2.779,234.043599801,2.779e-06,1.1873855992485577e-08,0.0,2082240.0
3149,,52,143,91,234,Pa,IT,40338.87,4.094,7594.6837,0.0175,B-,2193.9105,3.9998,234,43305.555,4.395,234.043305555,4.3949999999999994e-06,1.8778575997197998e-08,0.0,24120.0
3150,,50,142,92,234,U,,38144.959,1.129,7600.716,0.0048,B-,-1809.8462,8.3205,234,40950.296,1.212,234.040950296,1.212e-06,5.178580921275272e-09,0.005,0.0
3151,,48,141,93,234,Np,-,39954.806,8.397,7589.6382,0.0359,B-,-395.1807,10.7522,234,42893.245,9.014,234.042893245,9.013999999999999e-06,3.851430767677271e-08,0.0,380160.0
3152,,46,140,94,234,Pu,-a,40349.986,6.798,7584.6061,0.0291,B-,-4112.0,160.0,234,43317.489,7.298,234.043317489,7.297999999999999e-06,3.118226180648377e-08,0.0,31680.0
3153,,44,139,95,234,Am,-a,44462.0,160.0,7564.0,1.0,B-,-2261.0,161.0,234,47731.0,172.0,234.047731,0.00017199999999999998,7.348928326077212e-07,0.0,139.2
3154,,42,138,96,234,Cm,-a,46722.411,17.078,7550.6868,0.073,B-,-6673.0,154.0,234,50158.568,18.333,234.050158568,1.8333e-05,7.832936372343282e-08,0.0,52.0
3155,,40,137,97,234,Bk,-a,53395.0,153.0,7519.0,1.0,B-,,,234,57322.0,164.0,234.057322,0.000164,7.006830574605993e-07,0.0,20.0
3156,0,59,147,88,235,Ra,x,51130.0,300.0,7561.0,1.0,B-,3773.0,300.0,235,54890.0,322.0,235.05489,0.00032199999999999997,1.3698927939767599e-06,0.0,20.0
3157,,57,146,89,235,Ac,x,47357.16,13.972,7573.5051,0.0595,B-,3339.4064,19.1127,235,50840.0,15.0,235.05084,1.4999999999999999e-05,6.381598125750157e-08,0.0,62.0
3158,,55,145,90,235,Th,x,44017.754,13.041,7584.3862,0.0555,B-,1728.8531,19.1127,235,47255.0,14.0,235.047255,1.4e-05,5.9562490955276206e-08,0.0,432.0
3159,,53,144,91,235,Pa,x,42288.901,13.972,7588.4139,0.0595,B-,1370.1184,14.0169,235,45399.0,15.0,235.045399,1.4999999999999999e-05,6.381745851574827e-08,0.0,1464.0
3160,,51,143,92,235,U,,40918.782,1.116,7590.9151,0.0048,B-,-124.2619,0.8524,235,43928.117,1.198,235.043928117,1.1979999999999998e-06,5.096919582639294e-09,0.72,0.0
3161,,49,142,93,235,Np,,41043.044,1.388,7587.0571,0.0059,B-,-1139.3021,20.4992,235,44061.518,1.49,235.044061518,1.49e-06,6.339236951476409e-09,0.0,34223040.0
3162,,47,141,94,235,Pu,-a,42182.346,20.521,7578.8799,0.0873,B-,-2442.2558,56.5932,235,45284.609,22.03,235.045284609,2.203e-05,9.372661968797677e-08,0.0,1518.0
3163,,45,140,95,235,Am,-a,44624.602,52.78,7565.1582,0.2246,B-,-3389.0,115.0,235,47906.478,56.661,235.047906478,5.6661e-05,2.41061496139313e-07,0.0,618.0
3164,,43,139,96,235,Cm,-a,48013.0,102.0,7547.0,0.0,B-,-4757.0,413.0,235,51545.0,110.0,235.051545,0.00010999999999999999,4.679824589112996e-07,0.0,300.0
3165,,41,138,97,235,Bk,x,52770.0,401.0,7524.0,2.0,B-,,,235,56651.0,430.0,235.056651,0.00043,1.8293462370481914e-06,0.0,60.0
3166,0,58,147,89,236,Ac,x,51220.998,38.191,7559.2423,0.1618,B-,4965.7951,40.6669,236,54988.0,41.0,236.054988,4.1e-05,1.7368834417512921e-07,0.0,270.0
3167,,56,146,90,236,Th,x,46255.203,13.972,7576.9688,0.0592,B-,921.2477,19.76,236,49657.0,15.0,236.049657,1.4999999999999999e-05,6.354595126566949e-08,0.0,2238.0
3168,,54,145,91,236,Pa,x,45333.955,13.972,7577.5573,0.0592,B-,2889.373,14.0166,236,48668.0,15.0,236.048668,1.4999999999999999e-05,6.354621751138202e-08,0.0,546.0
3169,,52,144,92,236,U,,42444.582,1.112,7586.4854,0.0047,B-,-933.5116,50.4152,236,45566.13,1.193,236.04556613,1.193e-06,5.054108914475292e-09,0.0,739063206920000.0
3170,,50,143,93,236,Np,IT,43378.094,50.421,7579.2148,0.2136,B-,476.5854,50.3887,236,46568.296,54.129,236.046568296,5.4128999999999996e-05,2.2931492031742982e-07,0.0,4828209678000.0
3171,,48,142,94,236,Pu,,42901.508,1.81,7577.9192,0.0077,B-,-3139.0,119.0,236,46056.661,1.942,236.046056661,1.9419999999999998e-06,8.227207975725786e-09,0.0,90189694.508
3172,,46,141,95,236,Am,-a,46041.0,119.0,7561.0,1.0,B-,-1812.0,120.0,236,49427.0,127.0,236.049427,0.000127,5.380229116167268e-07,0.0,216.0
3173,,44,140,96,236,Cm,-a,47852.82,17.635,7550.309,0.0747,B-,-5689.0,361.0,236,51372.112,18.931,236.051372112,1.8931e-05,8.019864417910585e-08,0.0,408.0
3174,,42,139,97,236,Bk,-a,53542.0,361.0,7523.0,2.0,B-,,,236,57479.0,387.0,236.057479,0.000387,1.6394312166656663e-06,0.0,120.0
3175,0,59,148,89,237,Ac,x,54020.0,400.0,7550.0,2.0,B-,4065.0,400.0,237,57993.0,429.0,237.057993,0.00042899999999999997,1.8096837595347394e-06,0.0,240.0
3176,,57,147,90,237,Th,x,49955.097,15.835,7563.4433,0.0668,B-,2427.4736,20.514,237,53629.0,17.0,237.053629,1.7e-05,7.171373022937353e-08,0.0,288.0
3177,,55,146,91,237,Pa,x,47527.624,13.041,7570.3847,0.055,B-,2137.4905,13.0962,237,51023.0,14.0,237.051023,1.4e-05,5.9059015324308475e-08,0.0,522.0
3178,,53,145,92,237,U,,45390.133,1.202,7576.1026,0.0051,B-,518.5338,0.52,237,48728.309,1.29,237.048728309,1.29e-06,5.441919090653998e-09,0.0,583372.8
3179,,51,144,93,237,Np,,44871.599,1.12,7574.9895,0.0047,B-,-220.063,1.2944,237,48171.64,1.201,237.04817164,1.201e-06,5.066480756594626e-09,0.0,67658049344000.0
3180,,49,143,94,237,Pu,,45091.662,1.697,7570.7599,0.0072,B-,-1478.0,59.0,237,48407.888,1.821,237.048407888,1.8209999999999998e-06,7.681975239675016e-09,0.0,3943296.0
3181,,47,142,95,237,Am,-a,46570.0,59.0,7561.0,0.0,B-,-2677.0,95.0,237,49995.0,64.0,237.049995,6.4e-05,2.699852408771407e-07,0.0,4416.0
3182,,45,141,96,237,Cm,-a,49247.151,74.399,7546.6241,0.3139,B-,-3963.0,242.0,237,52868.988,79.87,237.052868988,7.987e-05,3.3692905865671323e-07,0.0,1200.0
3183,,43,140,97,237,Bk,-a,53210.0,230.0,7527.0,1.0,B-,-4728.0,250.0,237,57123.0,247.0,237.057123,0.000247,1.0419429581957763e-06,0.0,120.0
3184,,41,139,98,237,Cf,-a,57938.255,97.347,7503.3507,0.4107,B-,,,237,62199.272,104.506,237.062199272,0.00010450599999999999,4.4083789115654026e-07,0.0,0.8
3185,0,58,148,90,238,Th,+a,52525.0,283.0,7555.0,1.0,B-,1631.0,284.0,238,56388.0,304.0,238.056388,0.00030399999999999996,1.2770083699665306e-06,0.0,564.0
3186,,56,147,91,238,Pa,x,50894.043,15.835,7558.3449,0.0665,B-,3586.3111,15.9056,238,54637.0,17.0,238.054637,1.7e-05,7.141217753300894e-08,0.0,136.8
3187,,54,146,92,238,U,,47307.732,1.492,7570.1262,0.0063,B-,-146.8652,1.2006,238,50786.936,1.601,238.050786936,1.601e-06,6.725455608052365e-09,99.274,0.0
3188,,52,145,93,238,Np,-n,47454.597,1.137,7566.222,0.0048,B-,1291.4491,0.4573,238,50944.603,1.22,238.050944603,1.22e-06,5.12495340875293e-09,0.0,181353.6
3189,,50,144,94,238,Pu,,46163.148,1.138,7568.3611,0.0048,B-,-2258.2731,58.9005,238,49558.175,1.221,238.049558175,1.221e-06,5.129184063019318e-09,0.0,2767542410.2
3190,,48,143,95,238,Am,-a,48421.421,58.911,7555.5853,0.2475,B-,-1023.7818,60.1587,238,51982.531,63.243,238.051982531,6.3243e-05,2.6566886495794787e-07,0.0,5880.0
3191,,46,142,96,238,Cm,-a,49445.203,12.234,7547.9966,0.0514,B-,-4771.0,256.0,238,53081.606,13.133,238.053081606,1.3132999999999998e-05,5.516836795978274e-08,0.0,7920.0
3192,,44,141,97,238,Bk,-a,54216.0,256.0,7525.0,1.0,B-,-3061.0,393.0,238,58204.0,275.0,238.058204,0.00027499999999999996,1.1551796803440556e-06,0.0,144.0
3193,,42,140,98,238,Cf,x,57278.0,298.0,7509.0,1.0,B-,,,238,61490.0,320.0,238.06149,0.00031999999999999997,1.3441905282538557e-06,0.0,0.0211
3194,0,59,149,90,239,Th,x,56500.0,400.0,7540.0,2.0,B-,3162.0,445.0,239,60655.0,429.0,239.060655,0.00042899999999999997,1.7945236534217642e-06,0.0,120.0
3195,,57,148,91,239,Pa,x,53337.0,196.0,7550.0,1.0,B-,2765.0,196.0,239,57260.0,210.0,239.05726,0.00020999999999999998,8.78450627268128e-07,0.0,6480.0
3196,,55,147,92,239,U,-n,50572.668,1.502,7558.5624,0.0063,B-,1261.6634,1.4935,239,54291.989,1.612,239.054291989,1.612e-06,6.7432380593868425e-09,0.0,1407.0
3197,,53,146,93,239,Np,,49311.005,1.31,7560.568,0.0055,B-,722.7849,0.9304,239,52937.538,1.406,239.052937538,1.4059999999999998e-06,5.8815424503055985e-09,0.0,203558.4
3198,,51,145,94,239,Pu,,48588.22,1.112,7560.3187,0.0047,B-,-802.1402,1.6635,239,52161.596,1.194,239.052161596,1.194e-06,4.994725803893249e-09,0.0,760837485860.0
3199,,49,144,95,239,Am,-a,49390.36,1.982,7553.6891,0.0083,B-,-1756.6021,150.074,239,53022.729,2.127,239.053022729,2.1269999999999997e-06,8.89760763414923e-09,0.0,42840.0
3200,,47,143,96,239,Cm,-a,51146.962,150.07,7543.0659,0.6279,B-,-3103.0,256.0,239,54908.519,161.107,239.054908519,0.000161107,6.739330348751038e-07,0.0,9000.0
3201,,45,142,97,239,Bk,-a,54250.0,207.0,7527.0,1.0,B-,-3952.0,239.0,239,58239.0,222.0,239.058239,0.000222,9.286440029368744e-07,0.0,240.0
3202,,43,141,98,239,Cf,-a,58202.0,120.0,7507.0,1.0,B-,-5429.0,323.0,239,62482.0,129.0,239.062482,0.000129,5.396078837665543e-07,0.0,60.0
3203,,41,140,99,239,Es,x,63630.0,300.0,7481.0,1.0,B-,,,239,68310.0,322.0,239.06831,0.00032199999999999997,1.3468953706160385e-06,0.0,60.0
3204,0,58,149,91,240,Pa,x,57010.0,200.0,7537.0,1.0,B-,4295.0,200.0,240,61203.0,215.0,240.061203,0.000215,8.956049428778376e-07,0.0,120.0
3205,,56,148,92,240,U,,52715.497,2.553,7551.7705,0.0106,B-,399.2685,17.083,240,56592.411,2.74,240.056592411,2.74e-06,1.1413975231760585e-08,0.0,50760.0
3206,,54,147,93,240,Np,,52316.229,17.032,7550.1743,0.071,B-,2190.9095,17.0151,240,56163.778,18.284,240.056163778,1.8284e-05,7.616550940516046e-08,0.0,3714.0
3207,,52,146,94,240,Pu,,50125.319,1.105,7556.0433,0.0046,B-,-1384.7902,13.7882,240,53811.74,1.186,240.05381174,1.186e-06,4.940558916367241e-09,0.0,207044991486.0
3208,,50,145,95,240,Am,+n,51510.11,13.832,7547.0136,0.0576,B-,-214.1127,13.8967,240,55298.374,14.849,240.055298374,1.4849e-05,6.185658096521427e-08,0.0,182880.0
3209,,48,144,96,240,Cm,,51724.222,1.905,7542.8617,0.0079,B-,-3940.0,150.0,240,55528.233,2.045,240.055528233,2.045e-06,8.51886234427855e-09,0.0,2332800.0
3210,,46,143,97,240,Bk,-,55664.0,150.0,7523.0,1.0,B-,-2324.0,151.0,240,59758.0,161.0,240.059758,0.00016099999999999998,6.706663430028118e-07,0.0,288.0
3211,,44,142,98,240,Cf,-a,57988.719,18.034,7510.24,0.0751,B-,-6237.0,366.0,240,62253.447,19.36,240.062253447,1.9359999999999998e-05,8.064574801750006e-08,0.0,40.3
3212,,42,141,99,240,Es,-a,64225.0,366.0,7481.0,2.0,B-,,,240,68949.0,393.0,240.068949,0.00039299999999999996,1.6370297018295354e-06,0.0,40.3
3213,0,59,150,91,241,Pa,x,59740.0,300.0,7528.0,1.0,B-,3543.0,358.0,241,64134.0,322.0,241.064134,0.00032199999999999997,1.3357441219356172e-06,0.0,120.0
3214,,57,149,92,241,U,x,56197.0,196.0,7539.0,1.0,B-,1882.0,220.0,241,60330.0,210.0,241.06033,0.00020999999999999998,8.71151217622576e-07,0.0,300.0
3215,,55,148,93,241,Np,+,54315.115,100.006,7544.0426,0.415,B-,1360.0,100.0,241,58309.671,107.36,241.058309671,0.00010735999999999999,4.4536942180722387e-07,0.0,834.0
3216,,53,147,94,241,Pu,,52955.115,1.105,7546.4395,0.0046,B-,20.7799,0.1658,241,56849.651,1.186,241.056849651,1.186e-06,4.9200012433460425e-09,0.0,452179192.654
3217,,51,146,95,241,Am,,52934.335,1.113,7543.2795,0.0046,B-,-767.4346,1.1685,241,56827.343,1.195,241.056827343,1.195e-06,4.95733729333305e-09,0.0,13651526187.6
3218,,49,145,96,241,Cm,,53701.77,1.607,7536.8488,0.0067,B-,-2279.0,165.0,241,57651.218,1.725,241.057651218,1.725e-06,7.155964522528264e-09,0.0,2833920.0
3219,,47,144,97,241,Bk,+a,55981.0,165.0,7524.0,1.0,B-,-3346.0,235.0,241,60098.0,178.0,241.060098,0.000178,7.384050760653055e-07,0.0,276.0
3220,,45,143,98,241,Cf,-a,59327.0,167.0,7507.0,1.0,B-,-4567.0,285.0,241,63690.0,180.0,241.06369,0.00017999999999999998,7.46690635989186e-07,0.0,141.0
3221,,43,142,99,241,Es,-a,63893.0,231.0,7485.0,1.0,B-,-5327.0,379.0,241,68592.0,248.0,241.068592,0.000248,1.0287528455801493e-06,0.0,10.0
3222,,41,141,100,241,Fm,x,69220.0,300.0,7459.0,1.0,B-,,,241,74311.0,322.0,241.074311,0.00032199999999999997,1.3356877332317667e-06,0.0,0.00073
3223,0,58,150,92,242,U,+a,58620.0,201.0,7532.0,1.0,B-,1203.0,283.0,242,62931.0,215.0,242.062931,0.000215,8.881987800106411e-07,0.0,1008.0
3224,,56,149,93,242,Np,+,57416.876,200.004,7533.4042,0.8265,B-,2700.0,200.0,242,61639.548,214.712,242.061639548,0.000214712,8.87013739148963e-07,0.0,132.0
3225,,54,148,94,242,Pu,,54716.876,1.245,7541.3284,0.0052,B-,-751.1373,0.708,242,58740.979,1.336,242.058740979,1.336e-06,5.519321444855015e-09,0.0,11833847250000.0
3226,,52,147,95,242,Am,-n,55468.014,1.118,7534.9917,0.0046,B-,664.3145,0.4143,242,59547.358,1.199,242.059547358,1.199e-06,4.953326621844455e-09,0.0,57672.0
3227,,50,146,96,242,Cm,,54803.699,1.141,7534.504,0.0047,B-,-2948.0,135.0,242,58834.187,1.224,242.058834187,1.2239999999999998e-06,5.056621891578687e-09,0.0,14065920.0
3228,,48,145,97,242,Bk,IT,57752.0,135.0,7519.0,1.0,B-,-1635.0,135.0,242,61999.0,144.0,242.061999,0.000144,5.948889152154776e-07,0.0,420.0
3229,,46,144,98,242,Cf,-a,59386.982,12.892,7509.0991,0.0533,B-,-5414.0,257.0,242,63754.544,13.84,242.063754544,1.384e-05,5.717501996972578e-08,0.0,209.4
3230,,44,143,99,242,Es,-a,64801.0,257.0,7483.0,1.0,B-,-3598.0,476.0,242,69567.0,276.0,242.069567,0.000276,1.140168107129303e-06,0.0,17.8
3231,,42,142,100,242,Fm,x,68400.0,401.0,7465.0,2.0,B-,,,242,73430.0,430.0,242.07343,0.00043,1.7763205156385811e-06,0.0,0.0008
3232,0,59,151,92,243,U,x,62480.0,300.0,7518.0,1.0,B-,2674.0,302.0,243,67075.0,322.0,243.067075,0.00032199999999999997,1.3247372150259347e-06,0.0,600.0
3233,,57,150,93,243,Np,IT,59806.0,32.0,7526.0,0.0,B-,2051.0,32.0,243,64204.0,34.0,243.064204,3.4e-05,1.398807370253499e-07,0.0,111.0
3234,,55,149,94,243,Pu,,57754.561,2.542,7531.0087,0.0105,B-,579.5559,2.6216,243,62002.068,2.728,243.062002068,2.728e-06,1.1223473750688534e-08,0.0,17841.6
3235,,53,148,95,243,Am,,57175.005,1.388,7530.1742,0.0057,B-,-6.9302,1.5692,243,61379.889,1.49,243.061379889,1.49e-06,6.1301388179415646e-09,0.0,232385203064.0
3236,,51,147,96,243,Cm,-a,57181.936,1.496,7526.9261,0.0062,B-,-1507.6936,4.5065,243,61387.329,1.605,243.061387329,1.6049999999999999e-06,6.6032701353239785e-09,0.0,918306546.6
3237,,49,146,97,243,Bk,-a,58689.629,4.524,7517.5021,0.0186,B-,-2300.0,181.0,243,63005.905,4.856,243.063005905,4.856e-06,1.997835903460333e-08,0.0,16560.0
3238,,47,145,98,243,Cf,-a,60990.0,181.0,7505.0,1.0,B-,-3757.0,275.0,243,65475.0,194.0,243.065475,0.000194,7.98138855384542e-07,0.0,642.0
3239,,45,144,99,243,Es,-a,64747.0,207.0,7486.0,1.0,B-,-4569.0,245.0,243,69508.0,222.0,243.069508,0.000222,9.133190000944091e-07,0.0,21.6
3240,,43,143,100,243,Fm,-a,69316.0,130.0,7464.0,1.0,B-,,,243,74414.0,140.0,243.074414,0.00014,5.759553121868268e-07,0.0,0.231
3241,0,58,151,93,244,Np,x,63240.0,100.0,7514.0,0.0,B-,3434.0,100.0,244,67891.0,107.0,244.067891,0.000107,4.3840260823165794e-07,0.0,137.4
3242,,56,150,94,244,Pu,,59806.021,2.346,7524.8154,0.0096,B-,-73.1143,2.6856,244,64204.401,2.518,244.064204401,2.518e-06,1.0316957401352063e-08,0.0,2524554080000000.0
3243,,54,149,95,244,Am,+,59879.135,1.491,7521.3095,0.0061,B-,1427.3,1.0,244,64282.892,1.6,244.064282892,1.6e-06,6.55564993386603e-09,0.0,36360.0
3244,,52,148,96,244,Cm,-a,58451.835,1.106,7523.9527,0.0045,B-,-2261.9902,14.3567,244,62750.622,1.187,244.062750622,1.187e-06,4.863503328446889e-09,0.0,571180360.6
3245,,50,147,97,244,Bk,-a,60713.825,14.399,7511.4759,0.059,B-,-764.2709,14.5724,244,65178.969,15.457,244.065178969,1.5457e-05,6.333144312226234e-08,0.0,18072.0
3246,,48,146,98,244,Cf,,61478.096,2.617,7505.1373,0.0107,B-,-4547.0,181.0,244,65999.447,2.809,244.065999447,2.809e-06,1.1509181968666581e-08,0.0,1164.0
3247,,46,145,99,244,Es,-a,66026.0,181.0,7483.0,1.0,B-,-2938.0,271.0,244,70881.0,195.0,244.070881,0.000195,7.989482366804748e-07,0.0,37.0
3248,,44,144,100,244,Fm,-a,68964.0,201.0,7468.0,1.0,B-,-6634.0,425.0,244,74036.0,216.0,244.074036,0.000216,8.849773762908562e-07,0.0,0.00312
3249,,42,143,101,244,Md,-a,75597.0,374.0,7438.0,2.0,B-,,,244,81157.0,402.0,244.081157,0.00040199999999999996,1.6469931761262504e-06,0.0,0.0
3250,0,59,152,93,245,Np,x,65850.0,200.0,7506.0,1.0,B-,2672.0,201.0,245,70693.0,215.0,245.070693,0.000215,8.772978823706186e-07,0.0,120.0
3251,,57,151,94,245,Pu,-n,63178.173,13.62,7513.2822,0.0556,B-,1277.7559,13.7334,245,67824.554,14.621,245.067824554,1.4621e-05,5.966103476296336e-08,0.0,37800.0
3252,,55,150,95,245,Am,+a,61900.417,1.886,7515.3043,0.0077,B-,895.8929,1.5491,245,66452.827,2.024,245.066452827,2.024e-06,8.25898435567925e-09,0.0,7380.0
3253,,53,149,96,245,Cm,,61004.524,1.149,7515.7677,0.0047,B-,-809.2519,1.4964,245,65491.047,1.233,245.065491047,1.233e-06,5.031308140253532e-09,0.0,260344639500.0
3254,,51,148,97,245,Bk,-a,61813.776,1.792,7509.2714,0.0073,B-,-1571.3755,2.5861,245,66359.814,1.923,245.066359814,1.923e-06,7.846854221279146e-09,0.0,427680.0
3255,,49,147,98,245,Cf,,63385.151,2.428,7499.6644,0.0099,B-,-2930.0,165.0,245,68046.755,2.606,245.068046755,2.6059999999999997e-06,1.0633781247725356e-08,0.0,2700.0
3256,,47,146,99,245,Es,IT,66315.0,165.0,7485.0,1.0,B-,-3877.0,256.0,245,71192.0,178.0,245.071192,0.000178,7.263195586040157e-07,0.0,66.0
