,cc,NZ,N,Z,A,el,o,mass,mass_err,binding,binding_err,B,beta,beta_err,u,atomic_mass,atomic_mass_err,umass,umass_err,precision,abundancy,halflife
1707,,19,77,58,135,Ce,,-84616.308,10.266,8361.9861,0.076,B-,-3680.4357,15.654,134,909160.662,11.021,134.909160662,1.1021e-05,8.169200627978035e-08,0.0,63720.0
1708,,17,76,59,135,Pr,x,-80935.872,11.817,8328.9284,0.0875,B-,-4722.2522,22.4837,134,913111.772,12.686,134.913111772,1.2686e-05,9.403089020316308e-08,0.0,1440.0
1709,,15,75,60,135,Nd,x,-76213.62,19.128,8288.1536,0.1417,B-,-6151.2907,85.0809,134,918181.318,20.534,134.918181318,2.0533999999999997e-05,1.5219594423379965e-07,0.0,744.0
1710,,13,74,61,135,Pm,x,-70062.329,82.903,8236.7933,0.6141,B-,-7205.1069,175.4501,134,924785.0,89.0,134.92478499999999,8.9e-05,6.596267690921279e-07,0.0,49.0
1711,,11,73,62,135,Sm,x,-62857.222,154.628,8177.627,1.1454,B-,-8709.0,249.0,134,932520.0,166.0,134.93252,0.000166,1.2302445696560028e-06,0.0,10.3
1712,,9,72,63,135,Eu,x,-54148.0,196.0,8107.0,1.0,B-,-9898.0,445.0,134,941870.0,210.0,134.94187,0.00020999999999999998,1.5562256547949128e-06,0.0,1.5
1713,,7,71,64,135,Gd,x,-44250.0,400.0,8028.0,3.0,B-,-11197.0,565.0,134,952496.0,429.0,134.952496,0.00042899999999999997,3.178896372542824e-06,0.0,1.1
1714,,5,70,65,135,Tb,-p,-33053.0,400.0,7939.0,3.0,B-,,,134,964516.0,429.0,134.964516,0.00042899999999999997,3.1786132586138414e-06,0.0,0.00101
1715,0,38,87,49,136,In,x,-40970.0,300.0,8091.0,2.0,B-,15200.0,361.0,135,956017.0,322.0,135.956017,0.00032199999999999997,2.368413014041151e-06,0.0,0.0
1716,,36,86,50,136,Sn,x,-56170.0,200.0,8197.0,1.0,B-,8337.0,200.0,135,939699.0,215.0,135.939699,0.000215,1.5815836108332122e-06,0.0,0.35
1717,,34,85,51,136,Sb,,-64506.89,5.83,8252.2533,0.0429,B-,9918.3897,6.2599,135,930749.009,6.258,135.930749009,6.258e-06,4.603814843678715e-08,0.0,0.923
1718,,32,84,52,136,Te,,-74425.279,2.281,8319.4301,0.0168,B-,5119.9455,14.188,135,920101.18,2.448,135.92010118,2.4479999999999997e-06,1.8010581060104535e-08,0.0,17.63
1719,,30,83,53,136,I,,-79545.225,14.188,8351.3242,0.1043,B-,6883.9455,14.188,135,914604.693,15.231,135.914604693,1.5230999999999999e-05,1.1206301217152743e-07,0.0,83.4
1720,,28,82,54,136,Xe,,-86429.17,0.007,8396.1889,0.0003,B-,-90.3151,1.873,135,907214.474,0.007,135.907214474,7e-09,5.150572783859939e-11,8.857,0.0
1721,,26,81,55,136,Cs,+,-86338.855,1.873,8389.7723,0.0138,B-,2548.2241,1.857,135,907311.431,2.01,135.907311431,2.01e-06,1.4789491299888414e-08,0.0,1137024.0
1722,,24,80,56,136,Ba,,-88887.079,0.245,8402.7566,0.0018,B-,-2849.5915,53.1715,135,904575.8,0.262,135.9045758,2.62e-07,1.927823242578415e-09,7.85,inf
1723,,22,79,57,136,La,x,-86037.488,53.171,8376.0512,0.391,B-,471.0621,53.172,135,907634.962,57.081,135.907634962,5.7081e-05,4.199984792315747e-07,0.0,592.2
1724,,20,78,58,136,Ce,,-86508.55,0.324,8373.7624,0.0024,B-,-5168.129,11.4561,135,907129.256,0.348,135.907129256,3.4799999999999994e-07,2.5605720752477487e-09,0.186,inf
1725,,18,77,59,136,Pr,,-81340.421,11.455,8330.0089,0.0842,B-,-2141.1234,16.4578,135,912677.47,12.296,135.91267747,1.2295999999999999e-05,9.046985335649866e-08,0.0,786.0
1726,,16,76,60,136,Nd,x,-79199.297,11.817,8308.5127,0.0869,B-,-8029.3747,70.0764,135,914976.061,12.686,135.914976061,1.2686e-05,9.333776429689688e-08,0.0,3042.0
1727,,14,75,61,136,Pm,x,-71169.923,69.073,8243.7207,0.5079,B-,-4359.0237,70.1942,135,923595.949,74.152,135.923595949,7.4152e-05,5.455417764831843e-07,0.0,107.0
1728,,12,74,62,136,Sm,x,-66810.899,12.497,8205.9165,0.0919,B-,-10567.0,196.0,135,928275.553,13.416,135.928275553,1.3416e-05,9.869911131748999e-08,0.0,47.0
1729,,10,73,63,136,Eu,x,-56244.0,196.0,8122.0,1.0,B-,-7154.0,357.0,135,939620.0,210.0,135.93962,0.00020999999999999998,1.5448034943749292e-06,0.0,3.3
1730,,8,72,64,136,Gd,x,-49090.0,298.0,8064.0,2.0,B-,-13190.0,582.0,135,947300.0,320.0,135.9473,0.00031999999999999997,2.353853294622254e-06,0.0,3.3
1731,,6,71,65,136,Tb,x,-35900.0,500.0,7961.0,4.0,B-,,,135,961460.0,537.0,135.96146,0.0005369999999999999,3.949648672498809e-06,0.0,0.2
1732,0,39,88,49,137,In,x,-35830.0,400.0,8053.0,3.0,B-,14320.0,500.0,136,961535.0,429.0,136.961535,0.00042899999999999997,3.132266296518946e-06,0.0,0.0
1733,,37,87,50,137,Sn,x,-50150.0,300.0,8152.0,2.0,B-,9911.0,304.0,136,946162.0,322.0,136.946162,0.00032199999999999997,2.351288968580222e-06,0.0,0.273
1734,,35,86,51,137,Sb,x,-60060.392,52.164,8218.4764,0.3808,B-,9243.3698,52.2059,136,935522.519,56.0,136.935522519,5.6e-05,4.089515924710473e-07,0.0,0.484
1735,,33,85,52,137,Te,,-69303.762,2.1,8280.2357,0.0153,B-,7052.5063,8.6426,136,925599.354,2.254,136.925599354,2.254e-06,1.646149449506977e-08,0.0,2.49
1736,,31,84,53,137,I,p-2n,-76356.268,8.383,8326.0033,0.0612,B-,6027.1455,8.3841,136,918028.178,9.0,136.918028178,9e-06,6.573276083336206e-08,0.0,24.13
1737,,29,83,54,137,Xe,-n,-82383.414,0.104,8364.2865,0.0008,B-,4162.3582,0.3193,136,911557.771,0.111,136.911557771,1.11e-07,8.107423639548387e-10,0.0,229.08
1738,,27,82,55,137,Cs,+,-86545.772,0.302,8388.9581,0.0022,B-,1175.6285,0.1723,136,907089.296,0.324,136.907089296,3.24e-07,2.3665684638104875e-09,0.0,951981119.9999999
1739,,25,81,56,137,Ba,,-87721.401,0.248,8391.8288,0.0018,B-,-580.5356,1.6231,136,905827.207,0.266,136.905827207,2.66e-07,1.9429414030551903e-09,11.23,inf
1740,,23,80,57,137,La,+,-87140.865,1.64,8381.8807,0.012,B-,-1222.1,1.6,136,906450.438,1.76,136.906450438,1.7599999999999999e-06,1.2855493618958738e-08,0.0,1893415560000.0
1741,,21,79,58,137,Ce,,-85918.765,0.36,8367.2497,0.0026,B-,-2716.9515,8.1328,136,907762.416,0.386,136.907762416,3.86e-07,2.8194164683454745e-09,0.0,32400.0
1742,,19,78,59,137,Pr,,-83201.814,8.135,8341.7074,0.0594,B-,-3617.8447,14.2706,136,910679.183,8.733,136.910679183,8.733000000000001e-06,6.378611261088802e-08,0.0,4608.0
1743,,17,77,60,137,Nd,,-79583.969,11.725,8309.5892,0.0856,B-,-5511.1108,17.5366,136,914563.099,12.586,136.914563099,1.2586e-05,9.192594063861076e-08,0.0,2310.0
1744,,15,76,61,137,Pm,x,-74072.858,13.041,8263.6516,0.0952,B-,-6081.2029,31.446,136,920479.519,14.0,136.920479519,1.4e-05,1.0224913065731169e-07,0.0,120.0
1745,,13,75,62,137,Sm,,-67991.655,28.614,8213.5527,0.2089,B-,-7845.7518,28.9474,136,927007.959,30.718,136.927007959,3.0718e-05,2.2433850310376953e-07,0.0,45.0
1746,,11,74,63,137,Eu,x,-60145.904,4.378,8150.5738,0.032,B-,-8932.0,298.0,136,935430.719,4.7,136.935430719,4.7e-06,3.432274594910861e-08,0.0,8.4
1747,,9,73,64,137,Gd,x,-51214.0,298.0,8080.0,2.0,B-,-10246.0,499.0,136,945020.0,320.0,136.94502,0.00031999999999999997,2.336704175149998e-06,0.0,2.2
1748,,7,72,65,137,Tb,x,-40967.0,401.0,7999.0,3.0,B-,,,136,956020.0,430.0,136.95602,0.00043,3.139694041926744e-06,0.0,0.6
1749,0,38,88,50,138,Sn,x,-45510.0,400.0,8118.0,3.0,B-,9140.0,500.0,137,951143.0,429.0,137.951143,0.00042899999999999997,3.109796632855735e-06,0.0,0.15
1750,,36,87,51,138,Sb,x,-54650.0,300.0,8178.0,2.0,B-,11046.0,300.0,137,941331.0,322.0,137.941331,0.00032199999999999997,2.3343257431668538e-06,0.0,0.348
1751,,34,86,52,138,Te,,-65695.995,3.787,8252.5786,0.0274,B-,6283.9149,7.0625,137,929472.452,4.065,137.929472452,4.065e-06,2.9471583757522426e-08,0.0,1.4
1752,,32,85,53,138,I,x,-71979.91,5.962,8292.445,0.0432,B-,7992.3346,6.5881,137,922726.392,6.4,137.922726392,6.4e-06,4.6402795010084886e-08,0.0,6.23
1753,,30,84,54,138,Xe,,-79972.244,2.804,8344.6913,0.0203,B-,2914.7839,9.578,137,914146.268,3.01,137.914146268,3.0099999999999996e-06,2.1825172264423503e-08,0.0,848.4
1754,,28,83,55,138,Cs,,-82887.028,9.158,8360.1437,0.0664,B-,5374.7776,9.1584,137,911017.119,9.831,137.911017119,9.831e-06,7.128509531270496e-08,0.0,2004.6
1755,,26,82,56,138,Ba,,-88261.806,0.249,8393.4222,0.0018,B-,-1748.3977,0.3384,137,905247.059,0.267,137.905247059,2.67e-07,1.936111973214256e-09,71.7,inf
1756,,24,81,57,138,La,,-86513.408,0.416,8375.0835,0.003,B-,1052.4585,0.4018,137,907124.041,0.446,137.907124041,4.46e-07,3.2340606266823713e-09,0.089,0.0
1757,,22,80,58,138,Ce,,-87565.867,0.499,8377.0408,0.0036,B-,-4437.0,10.0,137,905994.18,0.536,137.90599418,5.36e-07,3.8867056010661365e-09,0.251,inf
1758,,20,79,59,138,Pr,-,-83128.867,10.012,8339.2195,0.0726,B-,-1111.6847,15.3256,137,910757.495,10.748,137.910757495,1.0748e-05,7.793445700122176e-08,0.0,87.0
1759,,18,78,60,138,Nd,,-82017.182,11.603,8325.4946,0.0841,B-,-7102.8119,16.0995,137,911950.938,12.456,137.911950938,1.2455999999999999e-05,9.031849607870276e-08,0.0,18144.0
1760,,16,77,61,138,Pm,,-74914.37,11.603,8268.3558,0.0841,B-,-3416.5976,16.5613,137,919576.119,12.456,137.919576119,1.2455999999999999e-05,9.031350262599917e-08,0.0,10.0
1761,,14,76,62,138,Sm,x,-71497.772,11.817,8237.9286,0.0856,B-,-9748.0968,30.3408,137,923243.988,12.686,137.923243988,1.2686e-05,9.197869505667765e-08,0.0,186.0
1762,,12,75,63,138,Eu,x,-61749.676,27.945,8161.6211,0.2025,B-,-6090.0,202.0,137,933709.0,30.0,137.933709,2.9999999999999997e-05,2.1749578270239946e-07,0.0,12.1
1763,,10,74,64,138,Gd,x,-55660.0,200.0,8112.0,1.0,B-,-12059.0,361.0,137,940247.0,215.0,137.940247,0.000215,1.5586458968715635e-06,0.0,4.7
1764,,8,73,65,138,Tb,x,-43600.0,300.0,8019.0,2.0,B-,-8669.0,586.0,137,953193.0,322.0,137.953193,0.00032199999999999997,2.334125024565397e-06,0.0,0.8
1765,,6,72,66,138,Dy,x,-34931.0,503.0,7950.0,4.0,B-,,,137,962500.0,540.0,137.9625,0.00054,3.914107094319109e-06,0.0,0.2
1766,0,39,89,50,139,Sn,x,-39310.0,400.0,8073.0,3.0,B-,10740.0,565.0,138,957799.0,429.0,138.957799,0.00042899999999999997,3.0872682432167767e-06,0.0,0.0
1767,,37,88,51,139,Sb,x,-50050.0,400.0,8144.0,3.0,B-,10155.0,400.0,138,946269.0,429.0,138.946269,0.00042899999999999997,3.0875244300370526e-06,0.0,0.093
1768,,35,87,52,139,Te,x,-60205.08,3.54,8211.7716,0.0255,B-,8265.8835,5.3454,138,935367.191,3.8,138.935367191,3.7999999999999996e-06,2.7350847209234977e-08,0.0,0.5
1769,,33,86,53,139,I,x,-68470.964,4.005,8265.61,0.0288,B-,7173.6224,4.5424,138,926493.4,4.3,138.9264934,4.2999999999999995e-06,3.095161977218666e-08,0.0,2.282
1770,,31,85,54,139,Xe,x,-75644.586,2.142,8311.5904,0.0154,B-,5056.5023,3.796,138,918792.2,2.3,138.9187922,2.2999999999999996e-06,1.6556435335895464e-08,0.0,39.68
1771,,29,84,55,139,Cs,+,-80701.088,3.134,8342.3397,0.0225,B-,4212.8293,3.1235,138,913363.822,3.364,138.913363822,3.364e-06,2.421653257429244e-08,0.0,556.2
1772,,27,83,56,139,Ba,-n,-84913.918,0.253,8367.0194,0.0018,B-,2308.4632,0.6571,138,908841.164,0.271,138.908841164,2.7100000000000003e-07,1.9509197379312178e-09,0.0,4987.8
1773,,25,82,57,139,La,,-87222.381,0.607,8377.9987,0.0044,B-,-264.6396,1.9989,138,906362.927,0.651,138.906362927,6.51e-07,4.686610363141698e-09,99.911,inf
1774,,23,81,58,139,Ce,,-86957.741,2.089,8370.4664,0.015,B-,-2129.089,2.9962,138,906647.029,2.242,138.906647029,2.242e-06,1.614033631905268e-08,0.0,11900217.600000001
1775,,21,80,59,139,Pr,,-84828.652,3.649,8349.5208,0.0263,B-,-2811.7226,27.6166,138,908932.7,3.917,138.9089327,3.917e-06,2.8198330545520057e-08,0.0,15876.0
1776,,19,79,60,139,Nd,,-82016.93,27.521,8323.6642,0.198,B-,-4515.9014,25.87,138,911951.208,29.545,138.911951208,2.9545e-05,2.1268868332114025e-07,0.0,1782.0
1777,,17,78,61,139,Pm,,-77501.028,13.588,8285.5473,0.0978,B-,-5120.7993,17.4098,138,916799.228,14.587,138.916799228,1.4587e-05,1.0500529871883091e-07,0.0,249.0
1778,,15,77,62,139,Sm,x,-72380.229,10.884,8243.0786,0.0783,B-,-6982.1777,17.0705,138,922296.631,11.684,138.922296631,1.1683999999999999e-05,8.410456984478586e-08,0.0,154.2
1779,,13,76,63,139,Eu,x,-65398.051,13.151,8187.2187,0.0946,B-,-7767.0,196.0,138,929792.307,14.117,138.929792307,1.4117e-05,1.0161247465773913e-07,0.0,17.9
1780,,11,75,64,139,Gd,x,-57632.0,196.0,8126.0,1.0,B-,-9501.0,357.0,138,938130.0,210.0,138.93813,0.00020999999999999998,1.5114641315526556e-06,0.0,5.7
1781,,9,74,65,139,Tb,x,-48130.0,298.0,8052.0,2.0,B-,-10430.0,582.0,138,948330.0,320.0,138.94833,0.00031999999999999997,2.3030143651240714e-06,0.0,1.6
1782,,7,73,66,139,Dy,x,-37700.0,500.0,7971.0,4.0,B-,,,138,959527.0,537.0,138.959527,0.0005369999999999999,3.86443457021842e-06,0.0,0.6
1783,0,40,90,50,140,Sn,x,-34490.0,300.0,8038.0,2.0,B-,9900.0,671.0,139,962973.0,322.0,139.962973,0.00032199999999999997,2.3006084616393503e-06,0.0,0.0
1784,,38,89,51,140,Sb,x,-44390.0,600.0,8103.0,4.0,B-,11977.0,600.0,139,952345.0,644.0,139.952345,0.0006439999999999999,4.601566340313911e-06,0.0,0.1
1785,,36,88,52,140,Te,,-56367.449,14.377,8183.3567,0.1027,B-,7238.7734,18.7976,139,939487.057,15.434,139.939487057,1.5433999999999998e-05,1.1029052860336294e-07,0.0,0.3
1786,,34,87,53,140,I,x,-63606.223,12.109,8229.474,0.0865,B-,9380.2388,12.3313,139,931715.914,13.0,139.931715914,1.3e-05,9.290245542325523e-08,0.0,0.86
1787,,32,86,54,140,Xe,x,-72986.461,2.329,8290.8875,0.0166,B-,4063.2768,8.5232,139,921645.814,2.5,139.921645814,2.4999999999999998e-06,1.786714261010972e-08,0.0,13.6
1788,,30,85,55,140,Cs,,-77049.738,8.199,8314.3227,0.0586,B-,6218.1669,9.8671,139,917283.707,8.801,139.917283707,8.801e-06,6.29014498196672e-08,0.0,63.7
1789,,28,84,56,140,Ba,,-83267.905,7.9,8353.15,0.0564,B-,1044.1542,7.9051,139,910608.231,8.48,139.910608231,8.48e-06,6.061012890458643e-08,0.0,1101833.28
1790,,26,83,57,140,La,,-84312.059,0.607,8355.0201,0.0043,B-,3762.1676,1.3364,139,909487.285,0.651,139.909487285,6.51e-07,4.653008260075263e-09,0.0,145054.8
1791,,24,82,58,140,Ce,,-88074.227,1.313,8376.3045,0.0094,B-,-3388.0,6.0,139,905448.433,1.409,139.905448433,1.409e-06,1.0071087407827171e-08,88.449,inf
1792,,22,81,59,140,Pr,-,-84686.227,6.142,8346.5163,0.0439,B-,-428.9806,6.9536,139,909085.6,6.593,139.9090856,6.592999999999999e-06,4.712345857830408e-08,0.0,203.4
1793,,20,80,60,140,Nd,x,-84257.246,3.26,8337.864,0.0233,B-,-6045.2,24.0,139,909546.13,3.5,139.90954613,3.5e-06,2.501616291963308e-08,0.0,291168.0
1794,,18,79,61,140,Pm,-,-78212.046,24.22,8289.0958,0.173,B-,-2756.101,27.2546,139,916035.918,26.001,139.916035918,2.6001e-05,1.858328806230495e-07,0.0,9.2
1795,,16,78,62,140,Sm,x,-75455.945,12.497,8263.8211,0.0893,B-,-8470.0,50.0,139,918994.714,13.416,139.918994714,1.3416e-05,9.588405082114003e-08,0.0,889.2
1796,,14,77,63,140,Eu,-,-66985.945,51.538,8197.733,0.3681,B-,-5203.6675,58.6268,139,928087.633,55.328,139.928087633,5.5328e-05,3.954031026645125e-07,0.0,1.51
1797,,12,76,64,140,Gd,x,-61782.278,27.945,8154.9757,0.1996,B-,-11300.0,800.0,139,933674.0,30.0,139.933674,2.9999999999999997e-05,2.1438728179180085e-07,0.0,15.8
1798,,10,75,65,140,Tb,-,-50482.278,800.488,8068.6732,5.7178,B-,-7652.0,895.0,139,945805.048,859.359,139.945805048,0.000859359,6.140655660991399e-06,0.0,2.32
1799,,8,74,66,140,Dy,x,-42830.0,401.0,8008.0,3.0,B-,-13513.0,641.0,139,954020.0,430.0,139.95402,0.00043,3.0724376477360203e-06,0.0,0.7
1800,,6,73,67,140,Ho,-p,-29317.0,500.0,7906.0,4.0,B-,,,139,968526.0,537.0,139.968526,0.0005369999999999999,3.836576802987837e-06,0.0,0.006
1801,0,39,90,51,141,Sb,x,-39540.0,500.0,8069.0,4.0,B-,11129.0,640.0,140,957552.0,537.0,140.957552,0.0005369999999999999,3.8096575343476452e-06,0.0,0.0
1802,,37,89,52,141,Te,x,-50670.0,400.0,8142.0,3.0,B-,9257.0,400.0,140,945604.0,429.0,140.945604,0.00042899999999999997,3.0437274226729337e-06,0.0,0.15
1803,,35,88,53,141,I,x,-59926.666,15.835,8202.2562,0.1123,B-,8270.643,16.0965,140,935666.081,17.0,140.935666081,1.7e-05,1.206224121453372e-07,0.0,0.43
1804,,33,87,54,141,Xe,x,-68197.309,2.888,8255.3647,0.0205,B-,6280.0423,9.6378,140,926787.181,3.1,140.926787181,3.1e-06,2.1997237445131703e-08,0.0,1.73
1805,,31,86,55,141,Cs,,-74477.351,9.195,8294.3554,0.0652,B-,5255.141,9.6174,140,920045.279,9.871,140.920045279,9.871e-06,7.004681257699668e-08,0.0,24.84
1806,,29,85,56,141,Ba,,-79732.492,5.318,8326.0774,0.0377,B-,3197.3515,6.551,140,914403.653,5.709,140.914403653,5.708999999999999e-06,4.051395635933955e-08,0.0,1096.2
1807,,27,84,57,141,La,,-82929.844,4.127,8343.205,0.0293,B-,2501.2141,3.9279,140,910971.155,4.43,140.910971155,4.43e-06,3.143829017491523e-08,0.0,14112.0
1808,,25,83,58,141,Ce,,-85431.058,1.315,8355.3956,0.0093,B-,583.4758,1.1784,140,908285.991,1.411,140.908285991,1.411e-06,1.0013605588035626e-08,0.0,2808864.0
1809,,23,82,59,141,Pr,,-86014.533,1.498,8353.9852,0.0106,B-,-1823.0137,2.809,140,907659.604,1.607,140.907659604,1.6069999999999998e-06,1.1404631973281183e-08,100.0,inf
1810,,21,81,60,141,Nd,-,-84191.52,3.183,8335.5074,0.0226,B-,-3668.5879,14.3304,140,909616.69,3.417,140.90961669,3.4169999999999996e-06,2.4249586935697735e-08,0.0,8964.0
1811,,19,80,61,141,Pm,x,-80522.932,13.972,8303.9405,0.0991,B-,-4588.9724,16.373,140,913555.081,15.0,140.913555081,1.4999999999999999e-05,1.0644824049310012e-07,0.0,1254.0
1812,,17,79,62,141,Sm,,-75933.959,8.535,8265.846,0.0605,B-,-6008.3127,14.2829,140,918481.545,9.162,140.918481545,9.162e-06,6.501631226472069e-08,0.0,612.0
1813,,15,78,63,141,Eu,,-69925.647,12.639,8217.6853,0.0896,B-,-6701.4161,23.4562,140,924931.734,13.568,140.924931734,1.3568e-05,9.627820878146673e-08,0.0,40.7
1814,,13,77,64,141,Gd,x,-63224.231,19.76,8164.609,0.1401,B-,-8683.388,107.0975,140,932126.0,21.213,140.932126,2.1213e-05,1.50519264855197e-07,0.0,14.0
1815,,11,76,65,141,Tb,x,-54540.843,105.259,8097.4761,0.7465,B-,-9158.0,316.0,140,941448.0,113.0,140.941448,0.000113,8.017513769263956e-07,0.0,3.5
1816,,9,75,66,141,Dy,x,-45382.0,298.0,8027.0,2.0,B-,-11018.0,499.0,140,951280.0,320.0,140.95128,0.00031999999999999997,2.270288003060348e-06,0.0,0.9
1817,,7,74,67,141,Ho,-p,-34364.0,401.0,7943.0,3.0,B-,,,140,963108.0,430.0,140.963108,0.00043,3.0504435245567937e-06,0.0,0.0041
1818,0,40,91,51,142,Sb,x,-33610.0,300.0,8027.0,2.0,B-,12939.0,583.0,141,963918.0,322.0,141.963918,0.00032199999999999997,2.2681819756482065e-06,0.0,0.0
1819,,38,90,52,142,Te,x,-46550.0,500.0,8113.0,4.0,B-,8253.0,500.0,141,950027.0,537.0,141.950027,0.0005369999999999999,3.7830214713520266e-06,0.0,0.1
1820,,36,89,53,142,I,x,-54802.969,4.937,8165.2517,0.0348,B-,10426.6792,5.6276,141,941166.595,5.3,141.941166595,5.299999999999999e-06,3.733941411882616e-08,0.0,0.222
1821,,34,88,54,142,Xe,x,-65229.648,2.701,8233.1695,0.019,B-,5284.9078,7.5655,141,929973.095,2.9,141.929973095,2.8999999999999998e-06,2.043261149679005e-08,0.0,1.23
1822,,32,87,55,142,Cs,,-70514.556,7.067,8264.8777,0.0498,B-,7327.7007,8.3627,141,924299.514,7.586,141.924299514,7.586e-06,5.3451030063049106e-08,0.0,1.684
1823,,30,86,56,142,Ba,,-77842.257,5.92,8310.9718,0.0417,B-,2181.6932,8.3754,141,916432.904,6.355,141.916432904,6.355e-06,4.477987411294975e-08,0.0,636.0
1824,,28,85,57,142,La,,-80023.95,6.286,8320.8263,0.0443,B-,4508.9455,5.8446,141,914090.76,6.748,141.91409076,6.748e-06,4.754989419205718e-08,0.0,5466.0
1825,,26,84,58,142,Ce,,-84532.896,2.443,8347.07,0.0172,B-,-746.5288,2.4868,141,909250.208,2.623,141.909250208,2.623e-06,1.848364356907955e-08,11.114,inf
1826,,24,83,59,142,Pr,,-83786.367,1.498,8336.3032,0.0106,B-,2163.6885,1.3656,141,910051.64,1.607,141.91005164,1.6069999999999998e-06,1.1324074520645419e-08,0.0,68832.0
1827,,22,82,60,142,Nd,,-85950.055,1.256,8346.031,0.0088,B-,-4808.5196,23.6216,141,907728.824,1.348,141.907728824,1.348e-06,9.499130252953642e-09,27.153,inf
1828,,20,81,61,142,Pm,,-81141.536,23.596,8306.6587,0.1662,B-,-2159.6062,23.6524,141,912890.982,25.33,141.912890982,2.5329999999999996e-05,1.7848977513404906e-07,0.0,40.5
1829,,18,80,62,142,Sm,,-78981.93,1.866,8285.9407,0.0131,B-,-7673.0,30.0,141,915209.415,2.002,141.915209415,2.0019999999999996e-06,1.4107015084941238e-08,0.0,4349.4
1830,,16,79,63,142,Eu,-,-71308.93,30.058,8226.396,0.2117,B-,-4349.4074,41.0414,141,923446.719,32.268,141.923446719,3.2268e-05,2.2736200920971657e-07,0.0,2.36
1831,,14,78,64,142,Gd,x,-66959.522,27.945,8190.2569,0.1968,B-,-10400.0,700.0,141,928116.0,30.0,141.928116,2.9999999999999997e-05,2.113746088195802e-07,0.0,70.2
1832,,12,77,65,142,Tb,-,-56559.522,700.558,8111.508,4.9335,B-,-6440.0,200.0,141,939280.858,752.079,141.939280858,0.0007520789999999999,5.298596663684668e-06,0.0,0.597
1833,,10,76,66,142,Dy,-,-50120.0,729.0,8061.0,5.0,B-,-12869.0,831.0,141,946194.0,782.0,141.946194,0.0007819999999999999,5.5091297481354095e-06,0.0,2.3
1834,,8,75,67,142,Ho,x,-37250.0,401.0,7965.0,3.0,B-,-9321.0,641.0,141,960010.0,430.0,141.96001,0.00043,3.029022046419974e-06,0.0,0.4
1835,,6,74,68,142,Er,x,-27930.0,500.0,7893.0,4.0,B-,,,141,970016.0,537.0,141.970016,0.0005369999999999999,3.7824888320080205e-06,0.0,1e-05
1836,0,39,91,52,143,Te,x,-40530.0,500.0,8070.0,3.0,B-,10259.0,539.0,142,956489.0,537.0,142.956489,0.0005369999999999999,3.756387721581494e-06,0.0,0.1
1837,,37,90,53,143,I,x,-50790.0,200.0,8137.0,1.0,B-,9413.0,200.0,142,945475.0,215.0,142.945475,0.000215,1.504069995919773e-06,0.0,0.13
1838,,35,89,54,143,Xe,x,-60202.882,4.657,8196.8855,0.0326,B-,7472.6365,8.8908,142,935369.55,5.0,142.93536955,4.9999999999999996e-06,3.4980844949303875e-08,0.0,0.511
1839,,33,88,55,143,Cs,,-67675.519,7.573,8243.6707,0.053,B-,6261.6865,9.7303,142,927347.346,8.13,142.927347346,8.13e-06,5.688204637506363e-08,0.0,1.791
1840,,31,87,56,143,Ba,,-73937.205,6.756,8281.9878,0.0472,B-,4234.2623,9.9682,142,920625.149,7.253,142.920625149,7.253e-06,5.074844860522043e-08,0.0,14.5
1841,,29,86,57,143,La,,-78171.467,7.329,8306.1271,0.0513,B-,3434.9108,7.5812,142,916079.482,7.868,142.916079482,7.868e-06,5.505328741536714e-08,0.0,852.0
1842,,27,85,58,143,Ce,,-81606.378,2.442,8324.6765,0.0171,B-,1461.8214,1.8649,142,912391.953,2.621,142.912391953,2.621e-06,1.833990715698031e-08,0.0,118940.4
1843,,25,84,59,143,Pr,,-83068.2,1.816,8329.428,0.0127,B-,934.1107,1.3673,142,910822.624,1.949,142.910822624,1.949e-06,1.363787545417635e-08,0.0,1172448.0
1844,,23,83,60,143,Nd,,-84002.31,1.255,8330.4893,0.0088,B-,-1041.6463,2.683,142,909819.815,1.347,142.909819815,1.347e-06,9.425524444322455e-09,12.173,inf
1845,,21,82,61,143,Pm,,-82960.664,2.944,8317.7341,0.0206,B-,-3443.5291,3.5604,142,910938.068,3.16,142.910938068,3.16e-06,2.2111673485037275e-08,0.0,22896000.0
1846,,19,81,62,143,Sm,,-79517.135,2.75,8288.1825,0.0192,B-,-5275.824,11.3245,142,914634.848,2.951,142.914634848,2.9509999999999998e-06,2.064869005989905e-08,0.0,525.0
1847,,17,80,63,143,Eu,x,-74241.311,10.986,8245.8177,0.0768,B-,-6010.0,200.0,142,920298.678,11.793,142.920298678,1.1792999999999999e-05,8.25145210938138e-08,0.0,155.4
1848,,15,79,64,143,Gd,-,-68231.311,200.301,8198.3188,1.4007,B-,-7812.1185,206.7497,142,926750.678,215.032,142.926750678,0.000215032,1.5044909296542122e-06,0.0,39.0
1849,,13,78,65,143,Tb,x,-60419.192,51.232,8138.2176,0.3583,B-,-8250.2433,52.8659,142,935137.332,55.0,142.935137332,5.4999999999999995e-05,3.847899195860409e-07,0.0,12.0
1850,,11,77,66,143,Dy,x,-52168.949,13.041,8075.0527,0.0912,B-,-10121.0,298.0,142,943994.332,14.0,142.943994332,1.4e-05,9.794045608858369e-08,0.0,5.6
