Z	species	charge_state	el_name	isoelectric	ground_shells	groud_level	ionized_level	ie	ie_err	reference
78	PtXLI	40	Platinum	Sr	Kr4d2	3F2	4d2D3/2	1883	4	L8672c99
78	PtXLII	41	Platinum	Rb	Kr4d	2D3/2	4p61S0	1941	4	L8672c99
78	PtXLIII	42	Platinum	Kr	Ar3d104s24p6	1S0	4p52P°3/2	2171	4	L8672c99
78	PtXLIV	43	Platinum	Br	Ar3d104s24p5	2P°3/2	4p43P2	2228	4	L8672c99
78	PtXLV	44	Platinum	Se	Ar3d104s24p4	3P2	4p3°3/2	2291	4	L8672c99
78	PtXLVI	45	Platinum	As	Ar3d104s24p3	°3/2	4p23P0	2350	4	L8672c99
78	PtXLVII	46	Platinum	Ge	Ar3d104s24p2	3P0	4p2P°1/2	2536	4	L8672c99
78	PtXLVIII	47	Platinum	Ga	Ar3d104s24p	2P°1/2	4s21S0	2603	4	L8672c99
78	PtXLIX	48	Platinum	Zn	Ar3d104s2	1S0	4s2S1/2	2762	4	L8672c99
78	PtL	49	Platinum	Cu	Ar3d104s	2S1/2	3d101S0	2827.8	1.4	L10278
78	PtLI	50	Platinum	Ni	Ar3d10	1S0	3d92D5/2	4715	4	L10191
78	PtLII	51	Platinum	Co	Ar3d9	2D5/2	3d83F4	4839	4	L8672c99
78	PtLIII	52	Platinum	Fe	Ar3d8	3F4	3d74F9/2	4980	4	L8672c99
78	PtLIV	53	Platinum	Mn	Ar3d7	4F9/2	3d64	5128	5	L8672c99
78	PtLV	54	Platinum	Cr	Ar3d6	4	3d55/2	5270	5	L8672c99
78	PtLVI	55	Platinum	V	Ar3d5	5/2	3d45D0	5410	5	L8672c99
78	PtLVII	56	Platinum	Ti	Ar3d4	5D0	3d34F3/2	5654	5	L8672c99
78	PtLVIII	57	Platinum	Sc	Ar3d3	4F3/2	3d23F2	5800	6	L8672c99
78	PtLIX	58	Platinum	Ca	Ar3d2	3F2	3d2D3/2	5959	6	L8672c99
78	PtLX	59	Platinum	K	Ar3d	2D3/2	3p61S0	6106	7	L8672c99
78	PtLXI	60	Platinum	Ar	Ne3s23p6	1S0	3p52P°3/2	6517	10	L8672c99
78	PtLXII	61	Platinum	Cl	Ne3s23p5	2P°3/2	3p43P2	6646	12	L8672c99
78	PtLXIII	62	Platinum	S	Ne3s23p4	3P2	3p32P°3/2	6787	15	L8672c99
78	PtLXIV	63	Platinum	P	Ne3s23p3	2P°3/2	3p23P0	6918	19	L8672c99
78	PtLXV	64	Platinum	Si	Ne3s23p2	3P0	3p2P°1/2	7512	24	L8672c99
78	PtLXVI	65	Platinum	Al	Ne3s23p	2P°1/2	3s21S0	7660	30	L8672c99
78	PtLXVII	66	Platinum	Mg	Ne3s2	1S0	3s2S1/2	7960	40	L8672c99
78	PtLXVIII	67	Platinum	Na	Ne3s	2S1/2	2p61S0	8100	40	L8672c99
78	PtLXIX	68	Platinum	Ne	1s22s22p6	1S0	2p52P°3/2	17540	50	L8672c99
78	PtLXX	69	Platinum	F	1s22s22p5	2P°3/2	2p43P2	17890	50	L8672c99
78	PtLXXI	70	Platinum	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	18280	60	L8672c99
78	PtLXXII	71	Platinum	N	1s22s22p3	0,3/2°3/2	2p23P0	18630	60	L8672c99
78	PtLXXIII	72	Platinum	C	1s22s22p2	3P0	2p2P°1/2	20840	70	L8672c99
78	PtLXXIV	73	Platinum	B	1s22s22p	2P°1/2	2s21S0	21280	90	L8672c99
78	PtLXXV	74	Platinum	Be	1s22s2	1S0	2s2S1/2	21840	90	L8672c99
78	PtLXXVI	75	Platinum	Li	1s22s	2S1/2	1s21S0	22205.7	0.3	L16264c99
78	PtLXXVII	76	Platinum	He	1s2	1S0	1s2S1/2	88955.18	0.15	L12128
78	PtLXXVIII	77	Platinum	H	1s	2S1/2		90659.7	0.7	L7188
79	AuI	0	Gold	Au	Xe4f145d106s	2S1/2	5d101S0	9.225554	0.000004	L12088
79	AuII	1	Gold	Pt	Xe4f145d10	1S0	5d92D5/2	20.203	0.025	L11702
79	AuIII	2	Gold	Ir	Xe4f145d9	2D5/2	5d83F4	30.0	1.6	L8672c99
79	AuIV	3	Gold	Os	Xe4f145d8	3F4	5d74F9/2	45.0	1.7	L8672c99
79	AuV	4	Gold	Re	Xe4f145d7	4F9/2	5d65D4	60.0	1.9	L8672c99
79	AuVI	5	Gold	W	Xe4f145d6	5D4	5d56S5/2	74.0	2.0	L8672c99
79	AuVII	6	Gold	Ta	Xe4f145d5	6S5/2	5d45D0	94.0	2.0	L8672c99
79	AuVIII	7	Gold	Hf	Xe4f145d4	5D0	5d34F3/2	112.0	2.1	L8672c99
79	AuIX	8	Gold	Lu	Xe4f145d3	4F3/2	5d23F2	130.1	2.2	L8672c99
79	AuX	9	Gold	Yb	Xe4f145d2	3F2	5d2D3/2	149.0	2.2	L8672c99
79	AuXI	10	Gold	Tm	Xe4f145d	2D3/2	4f141S0	168.2	1.4	L3654
79	AuXII	11	Gold	Er	Xe4f14	1S0	4f145p52P°3/2	248.0	1.0	L3654
79	AuXIII	12	Gold	Ho	Cd4f145p5	2P°3/2	4f145p43P2	275	14	L582
79	AuXIV	13	Gold	Dy	Cd4f145p4	3P2	4f145p32P°3/2	299	15	L582
79	AuXV	14	Gold	Tb	Cd4f145p3	2P°3/2	4f145p23P0	324	16	L582
79	AuXVI	15	Gold	Gd	Cd4f145p2	3P0	4f145p2P°1/2	365	19	L582
79	AuXVII	16	Gold	Eu	Cd4f145p	2P°1/2	4f141S0	392	20	L582
79	AuXVIII	17	Gold	Sm	Cd4f14	1S0	4f135s22F°7/2	433	21	L582
79	AuXIX	18	Gold	Pm	Cd4f13	2F°7/2	4f125s23H6	487	25	L582
79	AuXX	19	Gold	Nd	Cd4f12	3H6	4f125s	520	30	L582
79	AuXXI	20	Gold	Pr	Kr4d104f125s		4f12	550	30	L582
79	AuXXII	21	Gold	Ce	Kr4d104f12		4f114I°15/2	600	30	L582
79	AuXXIII	22	Gold	La	Kr4d104f11	4I°15/2	4f105I8	650	40	L582
79	AuXXIV	23	Gold	Ba	Kr4d104f10	5I8	4f96H°15/2	710	40	L582
79	AuXXV	24	Gold	Cs	Kr4d104f9	6H°15/2	4f87F6	760	40	L582
79	AuXXVI	25	Gold	Xe	Kr4d104f8	7F6	4f78S°7/2	820	40	L582
79	AuXXVII	26	Gold	I	Kr4d104f7	8S°7/2	4f67F0	870	40	L582
79	AuXXVIII	27	Gold	Te	Kr4d104f6	7F0	4f56H°5/2	930	50	L582
79	AuXXIX	28	Gold	Sb	Kr4d104f5	6H°5/2	4f45I4	990	50	L582
79	AuXXX	29	Gold	Sn	Kr4d104f4	5I4	4f34I°9/2	1040	50	L582
79	AuXXXI	30	Gold	In	Kr4d104f3	4I°9/2	4f23H4	1100	50	L582
79	AuXXXII	31	Gold	Cd	Kr4d104f2	3H4	4f2F°5/2	1150	60	L582
79	AuXXXIII	32	Gold	Ag	Kr4d104f	2F°5/2	4d101S0	1210	60	L582
79	AuXXXIV	33	Gold	Pd	Kr4d10	1S0	4d92D5/2	1475	5	L8672c99
79	AuXXXV	34	Gold	Rh	Kr4d9	2D5/2	4d83F4	1527	5	L8672c99
79	AuXXXVI	35	Gold	Ru	Kr4d8	3F4	4d74F9/2	1584	5	L8672c99
79	AuXXXVII	36	Gold	Tc	Kr4d7	4F9/2	4d65D4	1644	5	L8672c99
79	AuXXXVIII	37	Gold	Mo	Kr4d6	5D4	4d55/2	1702	4	L8672c99
79	AuXXXIX	38	Gold	Nb	Kr4d5	5/2	4d45D0	1758	4	L8672c99
79	AuXL	39	Gold	Zr	Kr4d4	5D0	4d34F3/2	1845	4	L8672c99
79	AuXLI	40	Gold	Y	Kr4d3	4F3/2	4d23F2	1904	4	L8672c99
79	AuXLII	41	Gold	Sr	Kr4d2	3F2	4d2D3/2	1967	4	L8672c99
79	AuXLIII	42	Gold	Rb	Kr4d	2D3/2	4p61S0	2026	4	L8672c99
79	AuXLIV	43	Gold	Kr	Ar3d104s24p6	1S0	4p52P°3/2	2261	4	L8672c99
79	AuXLV	44	Gold	Br	Ar3d104s24p5	2P°3/2	4p43P2	2320	4	L8672c99
79	AuXLVI	45	Gold	Se	Ar3d104s24p4	3P2	4p3°3/2	2383	4	L8672c99
79	AuXLVII	46	Gold	As	Ar3d104s24p3	°3/2	4p23P0	2443	4	L8672c99
79	AuXLVIII	47	Gold	Ge	Ar3d104s24p2	3P0	4p2P°1/2	2640	4	L8672c99
79	AuXLIX	48	Gold	Ga	Ar3d104s24p	2P°1/2	4s21S0	2708	4	L8672c99
79	AuL	49	Gold	Zn	Ar3d104s2	1S0	4s2S1/2	2870	4	L8672c99
79	AuLI	50	Gold	Cu	Ar3d104s	2S1/2	3d101S0	2941.0	1.0	L10191
79	AuLII	51	Gold	Ni	Ar3d10	1S0	3d92D5/2	4888	4	L10191
79	AuLIII	52	Gold	Co	Ar3d9	2D5/2	3d83F4	5013	4	L8672c99
79	AuLIV	53	Gold	Fe	Ar3d8	3F4	3d74F9/2	5156	5	L8672c99
79	AuLV	54	Gold	Mn	Ar3d7	4F9/2	3d64	5307	5	L8672c99
79	AuLVI	55	Gold	Cr	Ar3d6	4	3d55/2	5452	5	L8672c99
79	AuLVII	56	Gold	V	Ar3d5	5/2	3d45D0	5594	5	L8672c99
79	AuLVIII	57	Gold	Ti	Ar3d4	5D0	3d34F3/2	5846	6	L8672c99
79	AuLIX	58	Gold	Sc	Ar3d3	4F3/2	3d23F2	5994	6	L8672c99
79	AuLX	59	Gold	Ca	Ar3d2	3F2	3d2D3/2	6156	7	L8672c99
79	AuLXI	60	Gold	K	Ar3d	2D3/2	3p61S0	6305	10	L8672c99
79	AuLXII	61	Gold	Ar	Ne3s23p6	1S0	3p52P°3/2	6724	12	L8672c99
79	AuLXIII	62	Gold	Cl	Ne3s23p5	2P°3/2	3p43P2	6854	15	L8672c99
79	AuLXIV	63	Gold	S	Ne3s23p4	3P2	3p32P°3/2	6997	19	L8672c99
79	AuLXV	64	Gold	P	Ne3s23p3	2P°3/2	3p23P0	7130	24	L8672c99
79	AuLXVI	65	Gold	Si	Ne3s23p2	3P0	3p2P°1/2	7760	30	L8672c99
79	AuLXVII	66	Gold	Al	Ne3s23p	2P°1/2	3s21S0	7910	40	L8672c99
79	AuLXVIII	67	Gold	Mg	Ne3s2	1S0	3s2S1/2	8210	40	L8672c99
79	AuLXIX	68	Gold	Na	Ne3s	2S1/2	2p61S0	8360	50	L8672c99
79	AuLXX	69	Gold	Ne	1s22s22p6	1S0	2p52P°3/2	18040	50	L8672c99
79	AuLXXI	70	Gold	F	1s22s22p5	2P°3/2	2p43P2	18400	60	L8672c99
79	AuLXXII	71	Gold	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	18790	60	L8672c99
79	AuLXXIII	72	Gold	N	1s22s22p3	0,3/2°3/2	2p23P0	19150	70	L8672c99
79	AuLXXIV	73	Gold	C	1s22s22p2	3P0	2p2P°1/2	21470	90	L8672c99
79	AuLXXV	74	Gold	B	1s22s22p	2P°1/2	2s21S0	21920	90	L8672c99
79	AuLXXVI	75	Gold	Be	1s22s2	1S0	2s2S1/2	22500	100	L8672c99
79	AuLXXVII	76	Gold	Li	1s22s	2S1/2	1s21S0	22868.1	0.3	L16264c99
79	AuLXXVIII	77	Gold	He	1s2	1S0	1s2S1/2	91515.82	0.17	L12128
79	AuLXXIX	78	Gold	H	1s	2S1/2		93254.3	0.4	L7188
80	HgI	0	Mercury	Hg	Xe4f145d106s2	1S0	6s2S1/2	10.437504	0.000006	L11931,L11984
80	HgII	1	Mercury	Au	Xe4f145d106s	2S1/2	5d101S0	18.75688	0.00004	L11760
80	HgIII	2	Mercury	Pt	Xe4f145d10	1S0	5d92D5/2	34.49	0.05	L20993
80	HgIV	3	Mercury	Ir	Xe4f145d9	2D5/2	5d83F4	48.55	0.15	L16379
80	HgV	4	Mercury	Os	Xe4f145d8	3F4	5d74F9/2	61.20	0.20	L289
80	HgVI	5	Mercury	Re	Xe4f145d7	4F9/2	5d65D4	76.6	0.5	L289
80	HgVII	6	Mercury	W	Xe4f145d6	5D4	5d56S5/2	93.0	2.0	L289
80	HgVIII	7	Mercury	Ta	Xe4f145d5	6S5/2	5d45D0	113.9	2.1	L8672c99
80	HgIX	8	Mercury	Hf	Xe4f145d4	5D0	5d34F3/2	134.0	2.2	L8672c99
80	HgX	9	Mercury	Lu	Xe4f145d3	4F3/2	5d23F2	153.0	2.2	L8672c99
80	HgXI	10	Mercury	Yb	Xe4f145d2	3F2	5d2D3/2	173.0	2.4	L8672c99
80	HgXII	11	Mercury	Tm	Xe4f145d	2D3/2	4f141S0	192.7	1.7	L3654
80	HgXIII	12	Mercury	Er	Xe4f14	1S0	4f145p52P°3/2	276.9	1.1	L3654
80	HgXIV	13	Mercury	Ho	Cd4f145p5	2P°3/2	4f145p43P2	307	15	L582
80	HgXV	14	Mercury	Dy	Cd4f145p4	3P2	4f145p32P°3/2	332	16	L582
80	HgXVI	15	Mercury	Tb	Cd4f145p3	2P°3/2	4f145p23P0	357	17	L582
80	HgXVII	16	Mercury	Gd	Cd4f145p2	3P0	4f145p2P°1/2	402	20	L582
80	HgXVIII	17	Mercury	Eu	Cd4f145p	2P°1/2	4f141S0	429	21	L582
80	HgXIX	18	Mercury	Sm	Cd4f14	1S0	4f135s22F°7/2	477	24	L582
80	HgXX	19	Mercury	Pm	Cd4f13	2F°7/2	4f135s°	530	30	L582
80	HgXXI	20	Mercury	Nd	Kr4d104f135s	°	4f132F°7/2	560	30	L582
80	HgXXII	21	Mercury	Pr	Kr4d104f13	2F°7/2	4f12	590	30	L582
80	HgXXIII	22	Mercury	Ce	Kr4d104f12		4f114I°15/2	650	30	L582
80	HgXXIV	23	Mercury	La	Kr4d104f11	4I°15/2	4f105I8	710	40	L582
80	HgXXV	24	Mercury	Ba	Kr4d104f10	5I8	4f96H°15/2	760	40	L582
80	HgXXVI	25	Mercury	Cs	Kr4d104f9	6H°15/2	4f87F6	820	40	L582
80	HgXXVII	26	Mercury	Xe	Kr4d104f8	7F6	4f78S°7/2	880	40	L582
80	HgXXVIII	27	Mercury	I	Kr4d104f7	8S°7/2	4f67F0	930	50	L582
80	HgXXIX	28	Mercury	Te	Kr4d104f6	7F0	4f56H°5/2	990	50	L582
80	HgXXX	29	Mercury	Sb	Kr4d104f5	6H°5/2	4f45I4	1050	50	L582
80	HgXXXI	30	Mercury	Sn	Kr4d104f4	5I4	4f34I°9/2	1110	60	L582
80	HgXXXII	31	Mercury	In	Kr4d104f3	4I°9/2	4f23H4	1160	60	L582
80	HgXXXIII	32	Mercury	Cd	Kr4d104f2	3H4	4f2F°5/2	1220	60	L582
80	HgXXXIV	33	Mercury	Ag	Kr4d104f	2F°5/2	4d101S0	1280	60	L582
80	HgXXXV	34	Mercury	Pd	Kr4d10	1S0	4d92D5/2	1549	5	L8672c99
80	HgXXXVI	35	Mercury	Rh	Kr4d9	2D5/2	4d83F4	1603	5	L8672c99
80	HgXXXVII	36	Mercury	Ru	Kr4d8	3F4	4d74F9/2	1661	5	L8672c99
80	HgXXXVIII	37	Mercury	Tc	Kr4d7	4F9/2	4d65D4	1723	4	L8672c99
80	HgXXXIX	38	Mercury	Mo	Kr4d6	5D4	4d55/2	1780	4	L8672c99
80	HgXL	39	Mercury	Nb	Kr4d5	5/2	4d45D0	1839	4	L8672c99
80	HgXLI	40	Mercury	Zr	Kr4d4	5D0	4d34F3/2	1928	4	L8672c99
80	HgXLII	41	Mercury	Y	Kr4d3	4F3/2	4d23F2	1989	4	L8672c99
80	HgXLIII	42	Mercury	Sr	Kr4d2	3F2	4d2D3/2	2052	4	L8672c99
80	HgXLIV	43	Mercury	Rb	Kr4d	2D3/2	4p61S0	2113	4	L8672c99
80	HgXLV	44	Mercury	Kr	Ar3d104s24p6	1S0	4p52P°3/2	2354	4	L8672c99
80	HgXLVI	45	Mercury	Br	Ar3d104s24p5	2P°3/2	4p43P2	2412	4	L8672c99
80	HgXLVII	46	Mercury	Se	Ar3d104s24p4	3P2	4p3°3/2	2478	4	L8672c99
80	HgXLVIII	47	Mercury	As	Ar3d104s24p3	°3/2	4p23P0	2539	4	L8672c99
80	HgXLIX	48	Mercury	Ge	Ar3d104s24p2	3P0	4p2P°1/2	2745	4	L8672c99
80	HgL	49	Mercury	Ga	Ar3d104s24p	2P°1/2	4s21S0	2815	4	L8672c99
80	HgLI	50	Mercury	Zn	Ar3d104s2	1S0	4s2S1/2	2981	4	L8672c99
80	HgLII	51	Mercury	Cu	Ar3d104s	2S1/2	3d101S0	3049.9	1.5	L10278
80	HgLIII	52	Mercury	Ni	Ar3d10	1S0	3d92D5/2	5055	4	L8672c99
80	HgLIV	53	Mercury	Co	Ar3d9	2D5/2	3d83F4	5191	5	L8672c99
80	HgLV	54	Mercury	Fe	Ar3d8	3F4	3d74F9/2	5335	5	L8672c99
80	HgLVI	55	Mercury	Mn	Ar3d7	4F9/2	3d64	5490	5	L8672c99
80	HgLVII	56	Mercury	Cr	Ar3d6	4	3d55/2	5636	5	L8672c99
80	HgLVIII	57	Mercury	V	Ar3d5	5/2	3d45D0	5780	6	L8672c99
80	HgLIX	58	Mercury	Ti	Ar3d4	5D0	3d34F3/2	6041	6	L8672c99
80	HgLX	59	Mercury	Sc	Ar3d3	4F3/2	3d23F2	6192	7	L8672c99
80	HgLXI	60	Mercury	Ca	Ar3d2	3F2	3d2D3/2	6356	10	L8672c99
80	HgLXII	61	Mercury	K	Ar3d	2D3/2	3p61S0	6508	12	L8672c99
80	HgLXIII	62	Mercury	Ar	Ne3s23p6	1S0	3p52P°3/2	6933	15	L8672c99
80	HgLXIV	63	Mercury	Cl	Ne3s23p5	2P°3/2	3p43P2	7066	19	L8672c99
80	HgLXV	64	Mercury	S	Ne3s23p4	3P2	3p32P°3/2	7211	24	L8672c99
80	HgLXVI	65	Mercury	P	Ne3s23p3	2P°3/2	3p23P0	7350	30	L8672c99
80	HgLXVII	66	Mercury	Si	Ne3s23p2	3P0	3p2P°1/2	8010	40	L8672c99
80	HgLXVIII	67	Mercury	Al	Ne3s23p	2P°1/2	3s21S0	8160	40	L8672c99
80	HgLXIX	68	Mercury	Mg	Ne3s2	1S0	3s2S1/2	8470	50	L8672c99
80	HgLXX	69	Mercury	Na	Ne3s	2S1/2	2p61S0	8620	50	L8672c99
80	HgLXXI	70	Mercury	Ne	1s22s22p6	1S0	2p52P°3/2	18550	60	L8672c99
80	HgLXXII	71	Mercury	F	1s22s22p5	2P°3/2	2p43P2	18910	60	L8672c99
80	HgLXXIII	72	Mercury	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	19310	70	L8672c99
80	HgLXXIV	73	Mercury	N	1s22s22p3	0,3/2°3/2	2p23P0	19680	90	L8672c99
80	HgLXXV	74	Mercury	C	1s22s22p2	3P0	2p2P°1/2	22120	90	L8672c99
80	HgLXXVI	75	Mercury	B	1s22s22p	2P°1/2	2s21S0	22580	100	L8672c99
80	HgLXXVII	76	Mercury	Be	1s22s2	1S0	2s2S1/2	23170	110	L8672c99
80	HgLXXVIII	77	Mercury	Li	1s22s	2S1/2	1s21S0	23544.1	0.3	L16264c99
80	HgLXXIX	78	Mercury	He	1s2	1S0	1s2S1/2	94124.70	0.19	L12128
80	HgLXXX	79	Mercury	H	1s	2S1/2		95897.7	0.9	L7188
81	TlI	0	Thallium	Tl	Hg6p	2P°1/2	6s21S0	6.1082873	0.0000012	L16353
81	TlII	1	Thallium	Hg	Xe4f145d106s2	1S0	6s2S1/2	20.4283	0.0006	L3272
81	TlIII	2	Thallium	Au	Xe4f145d106s	2S1/2	5d101S0	29.8520	0.0006	L3138
81	TlIV	3	Thallium	Pt	Xe4f145d10	1S0	5d92D5/2	51.14	0.04	L1202
81	TlV	4	Thallium	Ir	Xe4f145d9	2D5/2	5d83F4	62.6	0.4	L9528
81	TlVI	5	Thallium	Os	Xe4f145d8	3F4	5d74F9/2	80.0	2.0	L8672c99
81	TlVII	6	Thallium	Re	Xe4f145d7	4F9/2	5d65D4	97.9	2.0	L8672c99
81	TlVIII	7	Thallium	W	Xe4f145d6	5D4	5d56S5/2	116.0	2.1	L8672c99
81	TlIX	8	Thallium	Ta	Xe4f145d5	6S5/2	5d45D0	135.0	2.2	L8672c99
81	TlX	9	Thallium	Hf	Xe4f145d4	5D0	5d34F3/2	158.0	2.2	L8672c99
81	TlXI	10	Thallium	Lu	Xe4f145d3	4F3/2	5d23F2	177.0	2.4	L8672c99
81	TlXII	11	Thallium	Yb	Xe4f145d2	3F2	5d2D3/2	198.0	2.5	L8672c99
81	TlXIII	12	Thallium	Tm	Xe4f145d	2D3/2	4f141S0	218.3	2.0	L3654
81	TlXIV	13	Thallium	Er	Xe4f14	1S0	4f145p52P°3/2	306.9	1.4	L3654
81	TlXV	14	Thallium	Ho	Cd4f145p5	2P°3/2	4f145p43P2	340	17	L582
81	TlXVI	15	Thallium	Dy	Cd4f145p4	3P2	4f145p32P°3/2	366	19	L582
81	TlXVII	16	Thallium	Tb	Cd4f145p3	2P°3/2	4f145p23P0	392	20	L582
81	TlXVIII	17	Thallium	Gd	Cd4f145p2	3P0	4f145p2P°1/2	439	22	L582
81	TlXIX	18	Thallium	Eu	Cd4f145p	2P°1/2	4f141S0	467	24	L582
81	TlXX	19	Thallium	Sm	Cd4f14	1S0	4f135s22F°7/2	520	30	L582
81	TlXXI	20	Thallium	Pm	Cd4f13	2F°7/2	4f135s°	570	30	L582
81	TlXXII	21	Thallium	Nd	Kr4d104f135s	°	4f132F°7/2	600	30	L582
81	TlXXIII	22	Thallium	Pr	Kr4d104f13	2F°7/2	4f12	640	30	L582
81	TlXXIV	23	Thallium	Ce	Kr4d104f12		4f114I°15/2	700	30	L582
81	TlXXV	24	Thallium	La	Kr4d104f11	4I°15/2	4f105I8	760	40	L582
81	TlXXVI	25	Thallium	Ba	Kr4d104f10	5I8	4f96H°15/2	820	40	L582
81	TlXXVII	26	Thallium	Cs	Kr4d104f9	6H°15/2	4f87F6	880	40	L582
81	TlXXVIII	27	Thallium	Xe	Kr4d104f8	7F6	4f78S°7/2	930	50	L582
81	TlXXIX	28	Thallium	I	Kr4d104f7	8S°7/2	4f67F0	990	50	L582
81	TlXXX	29	Thallium	Te	Kr4d104f6	7F0	4f56H°5/2	1060	50	L582
81	TlXXXI	30	Thallium	Sb	Kr4d104f5	6H°5/2	4f45I4	1110	60	L582
81	TlXXXII	31	Thallium	Sn	Kr4d104f4	5I4	4f34I°9/2	1170	60	L582
81	TlXXXIII	32	Thallium	In	Kr4d104f3	4I°9/2	4f23H4	1230	60	L582
81	TlXXXIV	33	Thallium	Cd	Kr4d104f2	3H4	4f2F°5/2	1290	60	L582
81	TlXXXV	34	Thallium	Ag	Kr4d104f	2F°5/2	4d101S0	1350	60	L582
81	TlXXXVI	35	Thallium	Pd	Kr4d10	1S0	4d92D5/2	1625	5	L8672c99
81	TlXXXVII	36	Thallium	Rh	Kr4d9	2D5/2	4d83F4	1681	5	L8672c99
81	TlXXXVIII	37	Thallium	Ru	Kr4d8	3F4	4d74F9/2	1740	4	L8672c99
81	TlXXXIX	38	Thallium	Tc	Kr4d7	4F9/2	4d65D4	1802	4	L8672c99
81	TlXL	39	Thallium	Mo	Kr4d6	5D4	4d55/2	1862	4	L8672c99
81	TlXLI	40	Thallium	Nb	Kr4d5	5/2	4d45D0	1920	4	L8672c99
81	TlXLII	41	Thallium	Zr	Kr4d4	5D0	4d34F3/2	2014	4	L8672c99
81	TlXLIII	42	Thallium	Y	Kr4d3	4F3/2	4d23F2	2075	4	L8672c99
81	TlXLIV	43	Thallium	Sr	Kr4d2	3F2	4d2D3/2	2140	4	L8672c99
81	TlXLV	44	Thallium	Rb	Kr4d	2D3/2	4p61S0	2202	4	L8672c99
81	TlXLVI	45	Thallium	Kr	Ar3d104s24p6	1S0	4p52P°3/2	2447	4	L8672c99
81	TlXLVII	46	Thallium	Br	Ar3d104s24p5	2P°3/2	4p43P2	2508	4	L8672c99
81	TlXLVIII	47	Thallium	Se	Ar3d104s24p4	3P2	4p3°3/2	2574	4	L8672c99
81	TlXLIX	48	Thallium	As	Ar3d104s24p3	°3/2	4p23P0	2635	4	L8672c99
81	TlL	49	Thallium	Ge	Ar3d104s24p2	3P0	4p2P°1/2	2854	4	L8672c99
81	TlLI	50	Thallium	Ga	Ar3d104s24p	2P°1/2	4s21S0	2925	4	L8672c99
81	TlLII	51	Thallium	Zn	Ar3d104s2	1S0	4s2S1/2	3094	4	L8672c99
81	TlLIII	52	Thallium	Cu	Ar3d104s	2S1/2	3d101S0	3164.7	1.9	L10278
81	TlLIV	53	Thallium	Ni	Ar3d10	1S0	3d92D5/2	5234	5	L8672c99
81	TlLV	54	Thallium	Co	Ar3d9	2D5/2	3d83F4	5371	5	L8672c99
81	TlLVI	55	Thallium	Fe	Ar3d8	3F4	3d74F9/2	5518	5	L8672c99
81	TlLVII	56	Thallium	Mn	Ar3d7	4F9/2	3d64	5674	5	L8672c99
81	TlLVIII	57	Thallium	Cr	Ar3d6	4	3d55/2	5824	6	L8672c99
81	TlLIX	58	Thallium	V	Ar3d5	5/2	3d45D0	5969	6	L8672c99
81	TlLX	59	Thallium	Ti	Ar3d4	5D0	3d34F3/2	6241	7	L8672c99
81	TlLXI	60	Thallium	Sc	Ar3d3	4F3/2	3d23F2	6392	10	L8672c99
81	TlLXII	61	Thallium	Ca	Ar3d2	3F2	3d2D3/2	6560	12	L8672c99
81	TlLXIII	62	Thallium	K	Ar3d	2D3/2	3p61S0	6714	15	L8672c99
81	TlLXIV	63	Thallium	Ar	Ne3s23p6	1S0	3p52P°3/2	7146	19	L8672c99
81	TlLXV	64	Thallium	Cl	Ne3s23p5	2P°3/2	3p43P2	7281	24	L8672c99
81	TlLXVI	65	Thallium	S	Ne3s23p4	3P2	3p32P°3/2	7430	30	L8672c99
81	TlLXVII	66	Thallium	P	Ne3s23p3	2P°3/2	3p23P0	7570	40	L8672c99
81	TlLXVIII	67	Thallium	Si	Ne3s23p2	3P0	3p2P°1/2	8260	40	L8672c99
81	TlLXIX	68	Thallium	Al	Ne3s23p	2P°1/2	3s21S0	8420	50	L8672c99
81	TlLXX	69	Thallium	Mg	Ne3s2	1S0	3s2S1/2	8730	50	L8672c99
81	TlLXXI	70	Thallium	Na	Ne3s	2S1/2	2p61S0	8880	60	L8672c99
81	TlLXXII	71	Thallium	Ne	1s22s22p6	1S0	2p52P°3/2	19070	60	L8672c99
81	TlLXXIII	72	Thallium	F	1s22s22p5	2P°3/2	2p43P2	19440	70	L8672c99
81	TlLXXIV	73	Thallium	O	1s22s22p4	3P2	2p21/22p3/20,3/2°3/2	19840	90	L8672c99
81	TlLXXV	74	Thallium	N	1s22s22p3	0,3/2°3/2	2p23P0	20210	90	L8672c99
81	TlLXXVI	75	Thallium	C	1s22s22p2	3P0	2p2P°1/2	22780	100	L8672c99
81	TlLXXVII	76	Thallium	B	1s22s22p	2P°1/2	2s21S0	23250	110	L8672c99
81	TlLXXVIII	77	Thallium	Be	1s22s2	1S0	2s2S1/2	23850	120	L8672c99
81	TlLXXIX	78	Thallium	Li	1s22s	2S1/2	1s21S0	24234.1	0.4	L16264c99
81	TlLXXX	79	Thallium	He	1s2	1S0	1s2S1/2	96783.21	0.20	L12128
81	TlLXXXI	80	Thallium	H	1s	2S1/2		98591.6	0.4	L7188
82	PbI	0	Lead	Pb	Hg6p2	1/2,1/20	6p2P°1/2	7.4166799	0.0000006	L11569
82	PbII	1	Lead	Tl	Hg6p	2P°1/2	6s21S0	15.032499	0.000007	L15205
